City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
38,Tuktoyaktuk,CA,69.4541,-133.0374,6.8,78,100,20.71,light snow
39,Vorobyevka,RU,50.6451,40.9245,33.49,92,77,5.37,broken clouds
40,Aljezur,PT,37.3191,-8.8033,48.6,83,62,8.16,broken clouds
41,Cascais,PT,38.6979,-9.4215,51.98,82,1,5.01,clear sky
42,Hermanus,ZA,-34.4187,19.2345,69.8,90,2,5.46,clear sky
43,Surgut,RU,61.25,73.4167,3.38,84,100,11.18,light snow
44,Eureka,US,40.8021,-124.1637,49.93,87,100,1.01,overcast clouds
45,Ancud,CL,-41.8697,-73.8203,54.0,91,66,7.47,broken clouds
46,Rafaela,AR,-31.2503,-61.4867,75.99,33,0,6.91,clear sky
47,Kahului,US,20.8947,-156.47,80.96,75,40,10.0,scattered clouds
48,Tupik,RU,54.4253,119.9327,-14.89,87,13,2.04,few clouds
49,Kapaa,US,22.0752,-159.319,80.92,79,0,6.91,clear sky
50,Constitucion,CL,-35.3333,-72.4167,55.33,81,52,16.51,broken clouds
51,Otjiwarongo,NA,-20.4637,16.6477,68.38,66,39,2.39,scattered clouds
52,Poum,NC,-20.2333,164.0167,78.8,66,12,11.36,few clouds
53,Kembe,CF,4.6228,21.8865,68.94,49,50,2.08,scattered clouds
54,Ilulissat,GL,69.2167,-51.1,-5.78,71,80,32.21,broken clouds
55,Hobart,AU,-42.8794,147.3294,59.25,65,75,12.66,broken clouds
56,Geraldton,AU,-28.7667,114.6,97.21,14,61,19.57,broken clouds
57,Cape Town,ZA,-33.9258,18.4232,65.12,89,75,11.5,broken clouds
58,Rawson,AR,-43.3002,-65.1023,68.97,33,16,16.78,few clouds
59,Busselton,AU,-33.65,115.3333,77.56,43,0,11.56,clear sky
60,Chuy,UY,-33.6971,-53.4616,63.63,85,0,7.72,clear sky
61,Misratah,LY,32.3754,15.0925,61.65,65,0,5.68,clear sky
62,Blagoyevo,RU,63.3667,47.9167,-1.35,94,100,8.41,overcast clouds
63,San Joaquin,US,37.9333,-121.3011,46.11,89,100,14.05,light rain
64,Yellowknife,CA,62.456,-114.3525,1.92,85,75,13.8,light snow
65,Mataura,NZ,-46.1927,168.8643,78.84,42,100,1.16,overcast clouds
66,Thompson,CA,55.7435,-97.8558,14.16,85,100,9.22,light snow
67,Luderitz,NA,-26.6481,15.1594,64.13,88,31,7.7,scattered clouds
68,Mahebourg,MU,-20.4081,57.7,74.25,94,40,5.75,scattered clouds
69,Sirmaur,IN,24.85,81.3833,46.56,70,0,1.92,clear sky
70,Garowe,SO,8.4054,48.4845,64.42,82,0,9.53,clear sky
71,Mezcala,MX,20.9333,-102.75,55.83,47,74,5.06,broken clouds
72,Saint George,US,37.1041,-113.5841,43.95,68,100,4.61,overcast clouds
73,Port Hardy,CA,50.6996,-127.4199,42.98,75,100,11.5,overcast clouds
74,New Norfolk,AU,-42.7826,147.0587,58.91,60,100,3.0,overcast clouds
75,Portland,US,45.5234,-122.6762,40.35,77,75,19.57,broken clouds
76,Alofi,NU,-19.0595,-169.9187,84.09,74,100,10.36,overcast clouds
77,Hasaki,JP,35.7333,140.8333,46.29,35,5,9.13,clear sky
78,Seoul,KR,37.5683,126.9778,24.37,52,0,2.3,clear sky
79,Hafizabad,PK,32.0679,73.6854,45.27,51,0,1.9,clear sky
80,Atuona,PF,-9.8,-139.0333,78.78,77,9,21.05,clear sky
81,Selma,US,36.5708,-119.6121,49.64,93,75,11.5,moderate rain
82,Puerto Ayora,EC,-0.7393,-90.3518,72.55,95,18,5.01,few clouds
83,Port-Gentil,GA,-0.7193,8.7815,77.14,86,100,11.05,overcast clouds
84,Yerofey Pavlovich,RU,53.9667,121.9667,-5.19,82,6,3.04,clear sky
85,Labuhan,ID,-6.8844,112.2051,81.28,75,100,12.24,overcast clouds
86,Pak Phanang,TH,8.3511,100.202,78.82,75,100,8.12,overcast clouds
87,Osoyoos,CA,49.0331,-119.4524,32.76,74,97,0.0,overcast clouds
88,Port Elizabeth,ZA,-33.918,25.5701,71.1,92,0,3.44,clear sky
89,Ribeira Grande,PT,38.5167,-28.7,61.77,85,100,15.01,overcast clouds
90,Neiafu,TO,-18.65,-173.9833,86.68,79,75,4.61,light rain
91,Pitimbu,BR,-7.4706,-34.8086,79.39,79,100,11.45,overcast clouds
92,Carnarvon,AU,-24.8667,113.6333,90.0,47,0,7.92,clear sky
93,Lagoa,PT,39.05,-27.9833,59.68,84,100,19.8,overcast clouds
94,Castro,BR,-24.7911,-50.0119,64.85,91,98,2.51,overcast clouds
95,Gizo,SB,-8.103,156.8419,84.76,71,100,8.68,overcast clouds
96,Harnosand,SE,62.6323,17.9379,15.8,84,11,10.36,few clouds
97,Nyurba,RU,63.2842,118.3319,0.91,95,100,8.75,overcast clouds
98,Bonnyville,CA,54.2668,-110.735,15.12,90,99,4.38,overcast clouds
99,Cabo San Lucas,MX,22.8909,-109.9124,72.52,72,0,6.91,clear sky
100,Ahipara,NZ,-35.1667,173.1667,71.62,71,100,17.43,overcast clouds
101,Pimentel,PE,-6.8367,-79.9342,70.09,94,40,13.8,scattered clouds
102,Bengkulu,ID,-3.8004,102.2655,75.34,86,100,3.83,overcast clouds
103,Lodingen,NO,68.414,15.9951,32.56,94,99,2.91,light snow
104,Imphal,IN,24.8167,93.95,49.91,100,20,0.0,mist
105,Piacabucu,BR,-10.4056,-36.4344,75.9,86,100,8.9,overcast clouds
106,Cariamanga,EC,-4.3333,-79.55,54.86,83,97,2.24,overcast clouds
107,Sisimiut,GL,66.9395,-53.6735,-3.23,82,66,17.22,broken clouds
108,Bethel,US,41.3712,-73.414,46.27,86,100,0.0,overcast clouds
109,Victoria,HK,22.2855,114.1577,63.19,76,96,11.01,overcast clouds
110,Zambezi,ZM,-13.5432,23.1047,63.21,97,100,3.49,overcast clouds
111,Margate,GB,51.3813,1.3862,48.9,85,9,10.65,clear sky
112,The Valley,AI,18.217,-63.0578,78.1,73,0,15.14,clear sky
113,Nizhnyaya Tavda,RU,57.6731,66.1725,22.05,95,100,9.75,snow
114,Seybaplaya,MX,19.65,-90.6667,80.06,66,13,8.55,few clouds
115,Sistranda,NO,63.7256,8.834,30.16,81,75,6.89,broken clouds
116,Dikson,RU,73.5069,80.5464,-2.25,98,100,5.59,overcast clouds
117,Port Macquarie,AU,-31.4333,152.9167,79.9,57,0,10.6,clear sky
118,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,86,100,6.49,overcast clouds
119,Udimskiy,RU,61.1417,45.9144,8.58,89,100,11.05,overcast clouds
120,Adana,TR,36.985,35.2881,46.92,70,0,3.44,clear sky
121,Betare Oya,CM,5.6,14.0833,67.91,36,9,4.99,clear sky
122,Belyy Yar,RU,53.6039,91.3903,-4.11,84,100,0.0,smoke
123,Mar Del Plata,AR,-38.0023,-57.5575,65.08,80,0,0.0,clear sky
124,Cherskiy,RU,68.75,161.3,-48.57,100,88,5.08,overcast clouds
125,Naters,CH,46.3254,7.9891,47.95,89,100,0.76,overcast clouds
126,Provideniya,RU,64.3833,-173.3,-3.89,86,40,6.78,scattered clouds
127,Puerto Madero,MX,14.7208,-92.4215,77.2,100,40,0.0,scattered clouds
128,Bilma,NE,18.6853,12.9164,54.57,37,46,4.0,scattered clouds
129,West Helena,US,34.5507,-90.6418,71.35,90,100,19.57,moderate rain
130,Pasir Gudang,MY,1.4584,103.8805,82.51,77,75,6.91,broken clouds
131,Yaan,NG,7.3833,8.5667,75.99,29,100,7.9,overcast clouds
132,Ushtobe,KZ,45.2514,77.9838,29.17,74,100,10.31,overcast clouds
133,Itarema,BR,-2.9248,-39.9167,78.82,81,41,12.3,scattered clouds
134,Hambantota,LK,6.1241,81.1185,68.34,100,20,3.44,few clouds
135,Kidero,RU,42.1932,45.9614,30.38,73,19,4.47,few clouds
136,Ayagoz,KZ,47.9714,80.4392,22.06,95,100,20.18,light snow
137,Krasnoselkup,RU,65.7,82.4667,-19.66,99,50,9.48,scattered clouds
138,Sao Desiderio,BR,-12.3633,-44.9733,68.04,92,5,2.42,clear sky
139,Kovdor,RU,67.5662,30.4758,9.01,99,98,2.57,overcast clouds
140,Bireun,ID,5.203,96.7009,77.36,80,100,3.71,overcast clouds
141,Bluff,NZ,-46.6,168.3333,64.85,65,100,11.25,overcast clouds
142,Batagay,RU,67.6333,134.6333,-43.06,100,63,3.71,broken clouds
143,Saskylakh,RU,71.9167,114.0833,-13.27,98,100,5.46,overcast clouds
144,Codrington,AU,-38.2667,141.9667,61.99,60,98,13.53,overcast clouds
145,Ugoofaaru,MV,5.6667,73.0,80.91,63,0,16.73,clear sky
146,Yuzhnouralsk,RU,54.4418,61.2536,24.44,94,100,20.6,snow
147,Fortuna,US,40.5982,-124.1573,49.66,86,100,9.22,overcast clouds
148,Gravdal,NO,68.1214,13.5031,35.06,60,60,14.92,light snow
149,Huazhou,CN,21.6333,110.5833,58.06,74,100,7.96,overcast clouds
150,Ascension,US,30.2169,-90.9001,75.2,88,75,12.66,broken clouds
151,Emmett,US,43.8735,-116.4993,32.16,78,0,1.01,clear sky
152,Sitka,US,57.0531,-135.33,40.89,87,100,0.0,overcast clouds
153,La Ronge,CA,55.1001,-105.2842,14.25,92,0,6.91,clear sky
154,Lavrentiya,RU,65.5833,-171.0,-9.17,83,100,7.74,overcast clouds
155,Maibong,IN,25.3,93.1667,58.33,67,0,1.32,clear sky
156,Bandarbeyla,SO,9.4942,50.8122,75.78,72,84,19.33,light rain
157,Hauterive,FR,46.0901,3.4459,43.56,89,100,0.94,overcast clouds
158,Madang,PG,-5.2246,145.7966,84.02,65,100,6.29,overcast clouds
159,Beisfjord,NO,68.3751,17.5988,32.47,97,100,1.05,light snow
160,Palmer,US,42.1584,-72.3287,41.41,88,0,0.0,mist
161,Katsuura,JP,35.1333,140.3,47.08,40,42,5.77,scattered clouds
162,Lebu,CL,-37.6167,-73.65,56.75,84,0,14.23,clear sky
163,Longyearbyen,SJ,78.2186,15.6401,31.84,69,40,18.41,scattered clouds
164,Esil,KZ,51.9556,66.4042,31.87,98,100,20.6,light snow
165,Rorvik,NO,64.8621,11.2373,28.51,93,100,3.44,light snow
166,Upernavik,GL,72.7868,-56.1549,-16.02,79,17,4.61,few clouds
167,Sulangan,PH,11.1373,123.7228,78.22,88,100,19.95,moderate rain
168,Mokolo,CM,10.7398,13.8019,61.0,40,86,5.53,overcast clouds
169,East London,ZA,-33.0153,27.9116,69.44,86,100,12.26,overcast clouds
170,Moyale,KE,3.5167,39.0584,65.84,72,33,7.29,scattered clouds
171,Roma,US,43.2128,-75.4557,40.08,87,100,0.0,overcast clouds
172,Snezhnogorsk,RU,69.1933,33.2531,-4.22,86,98,2.15,overcast clouds
173,Bilibino,RU,68.0546,166.4372,-43.13,100,51,1.19,broken clouds
174,Robe,AU,-37.1833,139.75,61.57,68,0,16.26,clear sky
175,Manavalakurichi,IN,8.1333,77.3,73.94,77,12,9.13,few clouds
176,North Bend,US,43.4065,-124.2243,48.92,96,100,12.66,mist
177,Klaksvik,FO,62.2266,-6.589,40.12,74,56,25.84,broken clouds
178,Concepcion Del Oro,MX,24.6333,-101.4167,54.3,27,5,6.67,clear sky
179,Nuuk,GL,64.1835,-51.7216,11.88,56,100,17.0,light snow
180,Nivala,FI,63.9167,24.9667,22.05,92,100,2.98,light snow
181,Iqaluit,CA,63.7506,-68.5145,-7.31,83,40,4.61,light snow
182,Kenai,US,60.5544,-151.2583,35.65,84,0,5.75,clear sky
183,Marsa Matruh,EG,31.3525,27.2453,64.6,68,40,11.5,light rain
184,Oussouye,SN,12.485,-16.5469,68.18,58,100,4.36,overcast clouds
185,Ostrovnoy,RU,68.0531,39.5131,22.59,75,100,22.41,overcast clouds
186,Dingle,PH,10.9995,122.6711,75.52,91,100,10.45,overcast clouds
187,Lexington,US,37.9887,-84.4777,62.49,86,40,5.75,scattered clouds
188,Port Lincoln,AU,-34.7333,135.8667,66.81,61,29,15.9,scattered clouds
189,Faya,SA,18.3851,42.4509,51.91,70,13,0.78,few clouds
190,Safaga,EG,26.7292,33.9365,64.24,61,0,5.3,clear sky
191,Singkawang,ID,0.9,109.0,81.77,76,96,6.06,light rain
192,Boende,CD,-0.2167,20.8667,71.37,83,100,2.33,overcast clouds
193,Aksarka,RU,66.5606,67.7975,1.27,96,100,14.79,snow
194,Qaanaaq,GL,77.484,-69.3632,-7.37,59,4,4.9,clear sky
195,Nanortalik,GL,60.1432,-45.2371,10.65,63,88,13.0,overcast clouds
196,Torbay,CA,47.6666,-52.7314,30.97,89,100,6.91,overcast clouds
197,Tahe,CN,52.3333,124.7333,3.16,74,4,5.53,clear sky
198,Uusikaupunki,FI,60.8004,21.4084,32.05,99,100,6.82,light snow
199,Mehamn,NO,71.0357,27.8492,28.35,69,75,13.8,broken clouds
200,Kodiak,US,57.79,-152.4072,36.91,75,40,13.8,scattered clouds
201,Bichura,RU,50.5881,107.6022,-14.28,99,89,1.3,overcast clouds
202,Carutapera,BR,-1.195,-46.02,76.14,88,30,5.44,scattered clouds
203,Huilong,CN,31.8111,121.655,44.38,55,10,7.11,clear sky
204,Novobirilyussy,RU,56.9514,90.6661,-1.79,97,68,4.88,broken clouds
205,Pierre,US,44.3683,-100.351,29.32,80,20,7.0,few clouds
206,Praya,CV,14.9215,-23.5087,73.15,75,52,13.31,broken clouds
207,Kavaratti,IN,10.5669,72.642,80.35,72,61,8.55,broken clouds
208,Mayo,US,38.8876,-76.5119,59.25,81,100,6.91,overcast clouds
209,Awjilah,LY,29.1081,21.2869,53.49,80,1,8.21,clear sky
210,Broken Hill,AU,-31.95,141.4333,82.4,27,0,18.23,clear sky
211,Naivasha,KE,-0.7167,36.4359,58.1,86,72,1.32,broken clouds
212,Chara,RU,56.9064,118.2631,-13.04,65,62,0.67,broken clouds
213,Korla,CN,41.7597,86.1469,16.48,64,39,4.21,scattered clouds
214,Ola,RU,59.5833,151.2833,2.97,75,100,16.22,overcast clouds
215,Asau,RO,46.4333,26.4,29.32,76,44,7.16,scattered clouds
216,San Patricio,US,28.017,-97.5169,76.15,89,100,14.18,overcast clouds
217,Keta,GH,5.9179,0.9879,73.62,73,48,3.67,scattered clouds
218,Ceres,US,37.5949,-120.9577,46.17,89,100,9.22,moderate rain
219,Faanui,PF,-16.4833,-151.75,81.59,70,69,15.26,broken clouds
220,Batticaloa,LK,7.7102,81.6924,76.05,73,55,8.37,broken clouds
221,Mopti,ML,14.6667,-4.0,62.64,27,0,2.3,clear sky
222,Karratha,AU,-20.7377,116.8463,92.03,41,94,5.46,overcast clouds
223,Lasa,IT,46.6166,10.7002,39.02,94,100,1.21,overcast clouds
224,San Lorenzo,PY,-25.3333,-57.5333,77.94,83,40,5.01,scattered clouds
225,Fairbanks,US,64.8378,-147.7164,12.16,86,20,0.0,few clouds
226,Vardo,NO,70.3705,31.1107,28.38,86,40,21.85,scattered clouds
227,Santa Fe,AR,-31.6333,-60.7,79.02,76,0,5.46,light rain
228,Arraial Do Cabo,BR,-22.9661,-42.0278,73.74,87,3,26.37,clear sky
229,Panguna,PG,-6.3164,155.4848,85.71,51,79,3.8,broken clouds
230,Myaundzha,RU,63.0494,147.1858,-36.18,96,65,4.14,broken clouds
231,Tura,IN,25.5198,90.2201,59.45,63,0,2.71,clear sky
232,Mount Gambier,AU,-37.8333,140.7667,62.1,54,99,10.94,overcast clouds
233,Taltal,CL,-25.4,-70.4833,66.83,81,11,2.64,few clouds
234,Exeter,GB,50.7236,-3.5275,46.63,97,100,6.89,overcast clouds
235,Flin Flon,CA,54.7682,-101.865,6.76,99,88,4.56,overcast clouds
236,Dunedin,NZ,-45.8742,170.5036,59.81,95,100,12.3,overcast clouds
237,Werda,BW,-25.2667,23.2833,74.61,46,53,8.93,broken clouds
238,Dongsheng,CN,39.8161,109.9776,17.69,46,0,7.25,clear sky
239,Yelizovo,RU,53.1873,158.3805,21.34,79,100,13.42,shower snow
240,Haines Junction,CA,60.7522,-137.5108,30.15,80,100,5.75,overcast clouds
241,Campbellton,CA,48.0075,-66.6727,25.25,94,27,3.4,scattered clouds
242,Myitkyina,MM,25.3833,97.4,60.06,57,0,2.19,clear sky
243,Acapulco,MX,16.8634,-99.8901,80.42,78,40,6.91,scattered clouds
244,Mogadishu,SO,2.0371,45.3438,77.47,74,100,19.82,overcast clouds
245,Tiksi,RU,71.6872,128.8694,-14.12,98,100,6.78,overcast clouds
246,Severomorsk,RU,69.0689,33.4162,-3.6,94,92,0.83,overcast clouds
247,Santa Cruz,BO,-17.8,-63.1667,74.66,83,75,2.3,broken clouds
248,Christchurch,NZ,-43.5333,172.6333,75.33,63,99,18.41,overcast clouds
249,Shache,CN,38.4167,77.2406,20.05,43,10,5.66,clear sky
250,Kaitangata,NZ,-46.2817,169.8464,66.16,67,100,6.02,overcast clouds
251,Mvangue,CM,2.9667,11.5167,67.15,97,35,1.48,light rain
252,Najran,SA,17.4924,44.1277,57.85,61,0,3.67,clear sky
253,Scarborough,GB,54.2797,-0.4044,35.78,89,3,10.0,clear sky
254,Half Moon Bay,US,37.4636,-122.4286,50.59,90,100,13.8,mist
255,Araouane,ML,18.9048,-3.5265,59.38,17,0,10.36,clear sky
256,Abnub,EG,27.2696,31.1511,48.42,73,0,5.57,clear sky
257,Grand Gaube,MU,-20.0064,57.6608,74.37,74,100,1.99,overcast clouds
258,Cururupu,BR,-1.8283,-44.8683,74.26,94,97,2.68,overcast clouds
259,Calbuco,CL,-41.768,-73.1273,56.41,87,97,7.49,overcast clouds
260,Port Keats,AU,-14.25,129.55,82.36,82,100,21.14,overcast clouds
261,Watertown,US,42.3709,-71.1828,42.12,80,0,3.44,clear sky
262,Maceio,BR,-9.6658,-35.7353,76.44,94,75,1.14,broken clouds
263,Milotice,CZ,48.9553,17.1424,45.34,96,100,2.71,overcast clouds
264,Vaitape,PF,-16.5167,-151.75,81.59,70,66,15.37,broken clouds
265,Igbo Ora,NG,7.4333,3.2833,73.24,33,39,2.1,scattered clouds
266,Port Blair,IN,11.6667,92.75,78.84,65,75,5.75,broken clouds
267,Hamilton,US,39.1834,-84.5333,60.01,89,100,3.44,overcast clouds
268,Banjar,ID,-8.19,114.9675,84.36,65,100,4.74,overcast clouds
269,Jalu,LY,29.0331,21.5482,53.53,80,2,8.59,clear sky
270,Weiser,US,44.251,-116.9693,32.2,89,10,5.28,clear sky
271,Ko Samui,TH,9.5357,99.9357,82.31,74,20,8.05,few clouds
272,Mount Pleasant,US,32.7941,-79.8626,60.94,95,0,1.99,mist
273,Amalapuram,IN,16.5833,82.0167,71.69,80,20,3.4,few clouds
274,Padang,ID,-0.9492,100.3543,78.85,76,100,0.83,overcast clouds
275,Nanakuli,US,21.3906,-158.1547,80.55,59,0,11.5,clear sky
276,Sunds,DK,56.2042,9.0127,41.7,87,75,12.66,broken clouds
277,Tondano,ID,1.3038,124.9112,78.89,60,100,2.48,overcast clouds
278,Saurimo,AO,-9.6608,20.3916,63.54,94,100,3.09,overcast clouds
279,Kavieng,PG,-2.5744,150.7967,85.19,69,47,8.55,scattered clouds
280,West Wendover,US,40.7391,-114.0733,31.21,80,100,5.75,overcast clouds
281,Ketchikan,US,55.3422,-131.6461,39.18,93,100,5.75,moderate rain
282,Ambilobe,MG,-13.2,49.05,71.94,93,60,3.78,broken clouds
283,Bridgend,GB,51.5058,-3.5772,46.53,93,54,3.0,broken clouds
284,Aklavik,CA,68.2191,-135.0107,0.99,96,100,7.81,overcast clouds
285,Saldanha,ZA,-33.0117,17.9442,62.98,93,64,14.63,broken clouds
286,Severo-Kurilsk,RU,50.6789,156.125,20.66,78,100,35.16,light snow
287,Bagotville,AU,-28.9833,153.4167,81.86,62,45,8.86,scattered clouds
288,Tezu,IN,27.9167,96.1667,62.04,43,0,0.78,clear sky
289,Puerto Escondido,MX,15.85,-97.0667,79.63,65,0,0.0,clear sky
290,Banda Aceh,ID,5.5577,95.3222,78.94,75,100,6.04,overcast clouds
291,Havelock,US,34.8791,-76.9013,58.98,96,0,3.44,mist
292,Udachnyy,RU,66.4167,112.4,-16.64,92,95,5.55,overcast clouds
293,Goma,CD,-1.6792,29.2228,59.52,78,0,3.47,clear sky
294,Mandalgovi,MN,45.7625,106.2708,2.19,87,98,5.39,overcast clouds
295,Surt,LY,31.2089,16.5887,58.82,73,0,5.97,clear sky
296,Tamandare,BR,-8.7597,-35.1047,78.82,74,100,7.74,overcast clouds
297,Deputatskiy,RU,69.3,139.9,-40.22,99,48,4.88,scattered clouds
298,Boden,SE,65.8252,21.6886,1.4,100,38,4.59,scattered clouds
299,Nara,JP,34.6851,135.8049,44.91,69,98,10.04,overcast clouds
300,Sept-Iles,CA,50.2001,-66.3821,21.2,71,100,6.91,overcast clouds
301,Ixtapa,MX,20.7,-105.2,72.63,83,20,4.61,few clouds
302,Suntar,RU,62.1444,117.6319,-0.13,92,100,9.19,overcast clouds
303,Muli,MV,2.9167,73.5667,80.42,68,8,12.37,clear sky
304,Bay Roberts,CA,47.5999,-53.2648,32.32,90,100,4.0,overcast clouds
305,Saint-Francois,FR,46.4154,3.9054,42.24,93,100,2.3,mist
306,Gamba,GA,-2.65,10.0,73.81,95,100,4.38,heavy intensity rain
307,Stratford-Upon-Avon,GB,52.1917,-1.7073,40.15,94,2,6.26,clear sky
308,Ulagan,RU,50.6321,87.9563,0.21,89,100,2.35,overcast clouds
309,Beira,MZ,-19.8436,34.8389,73.49,100,20,5.01,light rain
310,Bambous Virieux,MU,-20.3428,57.7575,74.21,94,40,5.75,scattered clouds
311,Caucaia,BR,-3.7361,-38.6531,82.35,77,40,11.5,scattered clouds
312,Clyde River,CA,70.4692,-68.5914,-28.97,68,0,6.91,clear sky
313,Hervey Bay,AU,-25.2986,152.8535,76.24,63,0,7.61,clear sky
314,Zvishavane,ZW,-20.3267,30.0665,67.64,78,92,2.19,overcast clouds
315,Barzas,RU,55.7167,86.3167,2.7,97,69,5.01,broken clouds
316,Severnyy,RU,50.677,36.5532,42.84,93,0,6.71,clear sky
317,Ahuimanu,US,21.4447,-157.8378,80.31,74,20,9.22,few clouds
318,Waitati,NZ,-45.75,170.5667,59.81,95,100,8.12,overcast clouds
319,Mackay,AU,-21.15,149.2,88.68,66,31,8.72,scattered clouds
320,Miles City,US,46.4083,-105.8406,22.17,93,0,4.61,clear sky
321,Rabo De Peixe,PT,37.8,-25.5833,58.51,82,20,12.66,few clouds
322,Kurilsk,RU,45.2333,147.8833,16.72,64,100,21.94,light snow
323,Kabala,SL,9.5833,-11.55,64.71,24,33,2.55,scattered clouds
324,Bloemfontein,ZA,-29.1211,26.214,60.28,82,100,5.75,overcast clouds
325,Lima,PE,-12.0432,-77.0282,71.91,76,40,17.27,scattered clouds
326,Djambala,CG,-2.5447,14.7533,67.32,90,97,0.98,overcast clouds
327,Santiago Del Estero,AR,-27.7951,-64.2615,77.49,28,5,10.56,clear sky
328,Olafsvik,IS,64.8945,-23.7142,32.61,65,100,13.09,light snow
329,Doka,SD,13.5167,35.7667,75.47,58,95,6.06,overcast clouds
330,Te Anau,NZ,-45.4167,167.7167,74.82,44,100,5.82,overcast clouds
331,Sicamous,CA,50.8331,-118.9856,32.97,95,100,4.0,overcast clouds
332,At-Bashi,KG,41.1702,75.8106,-1.3,74,14,2.28,few clouds
333,Ermelo,ZA,-26.5333,29.9833,51.55,96,11,3.6,few clouds
334,Leshukonskoye,RU,64.8989,45.7622,-13.43,100,62,4.07,broken clouds
335,La Romana,DO,18.4273,-68.9728,71.96,100,0,0.0,clear sky
336,Leningradskiy,RU,69.3833,178.4167,-23.93,97,100,12.71,overcast clouds
337,Olinda,BR,-8.0089,-34.8553,80.33,74,75,9.22,broken clouds
338,Necochea,AR,-38.5473,-58.7368,59.56,74,13,2.71,few clouds
339,Namibe,AO,-15.1961,12.1522,73.69,91,100,7.74,light rain
340,Port Alfred,ZA,-33.5906,26.891,66.18,94,100,1.01,overcast clouds
341,Trat,TH,12.5,102.5,78.87,65,100,8.55,overcast clouds
342,Mariental,NA,-24.6333,17.9667,77.99,44,87,3.4,overcast clouds
343,Mamlyutka,KZ,54.9375,68.5394,26.62,95,100,20.33,snow
344,Tautira,PF,-17.7333,-149.15,80.65,73,39,17.07,scattered clouds
345,Constantine,DZ,36.365,6.6147,36.81,64,0,0.0,clear sky
346,Chatham,GB,51.3789,0.5279,44.31,90,1,6.49,light rain
347,High Level,CA,58.5169,-117.136,8.71,92,20,0.0,few clouds
348,Lorengau,PG,-2.0226,147.2712,83.34,78,99,9.89,overcast clouds
349,Hirara,JP,24.8,125.2833,71.46,73,40,10.36,scattered clouds
350,Alice Springs,AU,-23.7,133.8833,92.75,40,62,18.41,broken clouds
